#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
300_RNODE_10_length_2545_1,3694.POPTR_0014s01920.1,6.68E-15,82.8,"KOG1709@1|root,KOG1709@2759|Eukaryota,37R1W@33090|Viridiplantae,3GC1I@35493|Streptophyta,4JKG3@91835|fabids",35493|Streptophyta,E,arginine n-methyltransferase,-,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006464,GO:0006479,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009116,GO:0009119,GO:0009987,GO:0016273,GO:0016274,GO:0016740,GO:0016741,GO:0017144,GO:0018193,GO:0018195,GO:0018216,GO:0019538,GO:0019702,GO:0019752,GO:0022613,GO:0032259,GO:0034641,GO:0035246,GO:0036211,GO:0042254,GO:0042278,GO:0043170,GO:0043412,GO:0043414,GO:0043436,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0046128,GO:0046483,GO:0046498,GO:0046500,GO:0051186,GO:0055086,GO:0071704,GO:0071840,GO:0072521,GO:0140096,GO:1901135,GO:1901360,GO:1901564,GO:1901605,GO:1901657",2.1.1.322,ko:K18477,-,-,R11221,"RC00003,RC00614","ko00000,ko01000,ko03036",-,-,-,"Ank_2,Ank_4,Ank_5"
300_RNODE_11_length_1310_3,582515.KR51_00000900,1.02E-15,80.9,"COG3409@1|root,COG3773@1|root,COG3409@2|Bacteria,COG3773@2|Bacteria,1G5EG@1117|Cyanobacteria",1117|Cyanobacteria,M,Cell wall hydrolase,-,-,-,-,-,-,-,-,-,-,-,-,PG_binding_1
300_RNODE_15_length_1109_2,1122214.AQWH01000008_gene1568,2.65E-149,429.0,"COG1172@1|root,COG1172@2|Bacteria,1MX1K@1224|Proteobacteria,2TUYJ@28211|Alphaproteobacteria",28211|Alphaproteobacteria,G,Belongs to the binding-protein-dependent transport system permease family,-,-,-,ko:K10440,"ko02010,map02010",M00212,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19",-,-,BPD_transp_2
300_RNODE_18_length_2358_1,237727.NAP1_15318,5.04E-46,155.0,"2DNUQ@1|root,32Z94@2|Bacteria,1N568@1224|Proteobacteria,2UDMU@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Domain of unknown function (DUF4281),-,-,-,-,-,-,-,-,-,-,-,-,DUF4281
300_RNODE_18_length_2358_2,1041159.AZUW01000022_gene1196,3.87E-54,183.0,"28PB4@1|root,2ZC42@2|Bacteria,1N88P@1224|Proteobacteria,2UI07@28211|Alphaproteobacteria,4BI93@82115|Rhizobiaceae",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
300_RNODE_8_length_16706_1,196162.Noca_4154,1.32E-86,263.0,"COG1985@1|root,COG1985@2|Bacteria,2GN2P@201174|Actinobacteria,4DRKD@85009|Propionibacteriales",201174|Actinobacteria,H,RibD C-terminal domain,ribD,-,1.1.1.193,ko:K00082,"ko00740,ko01100,ko01110,map00740,map01100,map01110",M00125,R03458,RC00933,"ko00000,ko00001,ko00002,ko01000",-,-,-,RibD_C
300_RNODE_8_length_16706_2,1032480.MLP_19290,1.65E-234,687.0,"COG4934@1|root,COG4934@2|Bacteria,2IE82@201174|Actinobacteria,4DT7M@85009|Propionibacteriales",201174|Actinobacteria,O,Metallo-peptidase family M12,-,-,-,-,-,-,-,-,-,-,-,-,"Reprolysin_2,Reprolysin_5"
300_RNODE_8_length_16706_3,1268303.RHODMAR_0276,4.82E-226,625.0,"COG1089@1|root,COG1089@2|Bacteria,2GNMA@201174|Actinobacteria,4FYKP@85025|Nocardiaceae",201174|Actinobacteria,M,Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose,gmd,-,4.2.1.47,ko:K01711,"ko00051,ko00520,ko01100,map00051,map00520,map01100",-,R00888,RC00402,"ko00000,ko00001,ko01000",-,-,-,GDP_Man_Dehyd
300_RNODE_8_length_16706_4,1123258.AQXZ01000017_gene4199,2.24E-197,551.0,"COG0451@1|root,COG0451@2|Bacteria,2GP0W@201174|Actinobacteria,4FZEP@85025|Nocardiaceae",201174|Actinobacteria,GM,"Catalyzes the two-step NADP-dependent conversion of GDP- 4-dehydro-6-deoxy-D-mannose to GDP-fucose, involving an epimerase and a reductase reaction",fcl,-,1.1.1.271,ko:K02377,"ko00051,ko00520,ko01100,map00051,map00520,map01100",-,R05692,RC01014,"ko00000,ko00001,ko01000",-,-,-,Epimerase
300_RNODE_8_length_16706_7,639030.JHVA01000001_gene2368,4.41E-17,89.7,"COG1835@1|root,COG1835@2|Bacteria,3Y6VX@57723|Acidobacteria,2JMBV@204432|Acidobacteriia",204432|Acidobacteriia,I,Acyltransferase family,-,-,-,-,-,-,-,-,-,-,-,-,Acyl_transf_3
300_RNODE_8_length_16706_10,1007103.AFHW01000053_gene3469,7.14E-33,121.0,"COG0110@1|root,COG0110@2|Bacteria,1VCP6@1239|Firmicutes,4HNUA@91061|Bacilli,26YGK@186822|Paenibacillaceae",91061|Bacilli,S,Hexapeptide repeat of succinyl-transferase,-,-,-,-,-,-,-,-,-,-,-,-,Hexapep
300_RNODE_8_length_16706_11,1122609.AUGT01000009_gene3176,1.9E-209,595.0,"COG2148@1|root,COG2148@2|Bacteria,2GK0M@201174|Actinobacteria,4DPAD@85009|Propionibacteriales",201174|Actinobacteria,M,Bacterial sugar transferase,-,-,-,-,-,-,-,-,-,-,-,-,"Bac_transf,CoA_binding_3"
300_RNODE_8_length_16706_14,1089455.MOPEL_042_00010,6.93E-261,728.0,"COG5421@1|root,COG5421@2|Bacteria,2GK2A@201174|Actinobacteria,4F7IP@85018|Dermatophilaceae",201174|Actinobacteria,L,Transposase DDE domain,-,-,-,-,-,-,-,-,-,-,-,-,DDE_Tnp_1
301_RNODE_3_length_32690_11,294631.Q5ZGB2_9CAUD,9.25E-61,196.0,"4QB5I@10239|Viruses,4QUT2@35237|dsDNA viruses  no RNA stage,4QPQ9@28883|Caudovirales,4QKRP@10699|Siphoviridae",10699|Siphoviridae,S,helicase activity,-,-,-,-,-,-,-,-,-,-,-,-,-
301_RNODE_3_length_32690_13,1064535.MELS_1947,5.12E-54,179.0,"COG0863@1|root,COG0863@2|Bacteria",2|Bacteria,L,N-4 methylation of cytosine,-,-,2.1.1.72,ko:K00571,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,N6_N4_Mtase
301_RNODE_3_length_32690_14,1178825.ALIH01000003_gene2119,1.91E-13,67.4,"2FI1B@1|root,349U8@2|Bacteria,4P5ZM@976|Bacteroidetes,1IAEW@117743|Flavobacteriia",976|Bacteroidetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
301_RNODE_3_length_32690_15,1236514.BAKL01000055_gene3883,7.7E-25,106.0,"COG1783@1|root,COG1783@2|Bacteria,4NHPB@976|Bacteroidetes,2FR95@200643|Bacteroidia,4AP7A@815|Bacteroidaceae",976|Bacteroidetes,S,"Phage terminase, large subunit, PBSX family",-,-,-,ko:K06909,-,-,-,-,ko00000,-,-,-,"Terminase_3,Terminase_3C"
301_RNODE_3_length_32690_26,1158294.JOMI01000001_gene1670,1.66E-28,125.0,"2BZ71@1|root,33Q1Y@2|Bacteria,4P0KG@976|Bacteroidetes,2FPQ1@200643|Bacteroidia",976|Bacteroidetes,S,Putative phage serine protease XkdF,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S78_2
301_RNODE_3_length_32690_43,1002804.HBZC1_17620,8.15E-50,162.0,"COG3023@1|root,COG3023@2|Bacteria,1QZIR@1224|Proteobacteria,432TC@68525|delta/epsilon subdivisions",1224|Proteobacteria,V,N-acetylmuramoyl-L-alanine amidase,-,-,-,-,-,-,-,-,-,-,-,-,Amidase_2
301_RNODE_3_length_32690_45,585502.HMPREF0645_2608,4.03E-11,64.3,"COG1403@1|root,COG1403@2|Bacteria,4NT6C@976|Bacteroidetes,2FSYF@200643|Bacteroidia",976|Bacteroidetes,V,"Psort location Cytoplasmic, score 8.96",-,-,-,-,-,-,-,-,-,-,-,-,NinG
301_RNODE_3_length_32690_51,1121007.AUML01000027_gene1946,2.59E-33,119.0,"COG0629@1|root,COG0629@2|Bacteria,4NT9M@976|Bacteroidetes,1I1XK@117743|Flavobacteriia,2YJHK@290174|Aquimarina",976|Bacteroidetes,L,Domain of unknown function (DUF3127),-,-,-,-,-,-,-,-,-,-,-,-,DUF3127
301_RNODE_6_length_3728_2,330214.NIDE4226,6.07E-59,192.0,"COG1961@1|root,COG1961@2|Bacteria",2|Bacteria,L,recombinase activity,ccrB,"GO:0000150,GO:0003674,GO:0003824,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0140097,GO:1901360",-,"ko:K06400,ko:K14060",-,-,-,-,ko00000,-,-,-,"HTH_7,Recombinase,Resolvase,Zn_ribbon_recom"
302_RNODE_13_length_4068_2,1229780.BN381_350150,1.01E-35,125.0,"COG3536@1|root,COG3536@2|Bacteria,2HDP4@201174|Actinobacteria",201174|Actinobacteria,S,Protein of unknown function (DUF971),-,-,-,-,-,-,-,-,-,-,-,-,DUF971
302_RNODE_13_length_4068_6,208444.JNYY01000003_gene1887,3.7E-50,164.0,"COG3467@1|root,COG3467@2|Bacteria,2IG17@201174|Actinobacteria,4E5M4@85010|Pseudonocardiales",201174|Actinobacteria,S,pyridoxamine 5-phosphate,-,-,-,-,-,-,-,-,-,-,-,-,Putative_PNPOx
302_RNODE_13_length_4068_8,523791.Kkor_1177,5.92E-41,143.0,"COG1670@1|root,COG1670@2|Bacteria,1RD77@1224|Proteobacteria,1SZ7D@1236|Gammaproteobacteria,1XRM3@135619|Oceanospirillales",135619|Oceanospirillales,J,Acetyltransferase (GNAT) domain,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_3
302_RNODE_18_length_1999_1,861299.J421_1753,3.9E-141,449.0,"COG0446@1|root,COG4888@1|root,COG0446@2|Bacteria,COG4888@2|Bacteria",2|Bacteria,G,ASPIC UnbV domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"FG-GAP,Pyr_redox_2,UnbV_ASPIC,VCBS"
302_RNODE_3_length_1669_1,591159.ACEZ01000151_gene1632,4.25E-91,282.0,"COG3491@1|root,COG3491@2|Bacteria,2GT52@201174|Actinobacteria",201174|Actinobacteria,C,Belongs to the iron ascorbate-dependent oxidoreductase family,-,-,-,-,-,-,-,-,-,-,-,-,"2OG-FeII_Oxy,DIOX_N"
302_RNODE_3_length_1669_2,887062.HGR_06056,1.14E-33,120.0,"COG2329@1|root,COG2329@2|Bacteria,1N062@1224|Proteobacteria,2VUQE@28216|Betaproteobacteria,4AF6S@80864|Comamonadaceae",28216|Betaproteobacteria,S,enzyme involved in biosynthesis of extracellular polysaccharides,-,-,-,-,-,-,-,-,-,-,-,-,ABM
30_LNODE_1_length_11671_2,1096769.Pelub83DRAFT_0629,5.29E-249,702.0,"COG0286@1|root,COG0286@2|Bacteria,1MW3A@1224|Proteobacteria,2TQQA@28211|Alphaproteobacteria,4BPTG@82117|unclassified Alphaproteobacteria",28211|Alphaproteobacteria,V,HsdM N-terminal domain,hsdM,-,2.1.1.72,ko:K03427,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"HsdM_N,N6_Mtase"
30_LNODE_1_length_11671_3,1249975.JQLP01000005_gene2718,4.97E-99,310.0,"COG0732@1|root,COG0732@2|Bacteria,4NFGQ@976|Bacteroidetes,1HY6F@117743|Flavobacteriia",976|Bacteroidetes,V,Type I restriction modification DNA specificity domain,hsdS,-,3.1.21.3,ko:K01154,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,Methylase_S
30_LNODE_1_length_11671_4,1096769.Pelub83DRAFT_0627,0.0,1414.0,"COG0610@1|root,COG0610@2|Bacteria,1MU96@1224|Proteobacteria,2TS9I@28211|Alphaproteobacteria,4BQWS@82117|unclassified Alphaproteobacteria",28211|Alphaproteobacteria,V,Type I restriction enzyme R Protein,hsdR,-,3.1.21.3,ko:K01153,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"HSDR_N,ResIII"
30_LNODE_1_length_11671_11,330214.NIDE0181,2.39E-39,140.0,"COG1961@1|root,COG1961@2|Bacteria",2|Bacteria,L,recombinase activity,-,-,-,ko:K06400,-,-,-,-,ko00000,-,-,-,"HTH_23,HTH_7,Resolvase"
31_LNODE_1_length_1807_1,494416.AYXN01000041_gene486,3.29E-127,361.0,"COG3038@1|root,COG3038@2|Bacteria,1MZ7X@1224|Proteobacteria,1SCRC@1236|Gammaproteobacteria,3NT6I@468|Moraxellaceae",1236|Gammaproteobacteria,C,Prokaryotic cytochrome b561,cybB,-,-,ko:K12262,-,-,-,-,ko00000,-,-,-,Ni_hydr_CYTB
31_LNODE_1_length_1807_2,335284.Pcryo_1338,2E-107,314.0,"COG3335@1|root,COG3415@1|root,COG3335@2|Bacteria,COG3415@2|Bacteria,1P76X@1224|Proteobacteria,1S77R@1236|Gammaproteobacteria,3NPZQ@468|Moraxellaceae",1236|Gammaproteobacteria,L,DDE superfamily endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,DDE_3
31_LNODE_1_length_1807_3,494416.AYXN01000001_gene2417,1.91E-69,210.0,"COG3415@1|root,COG3415@2|Bacteria,1N3D0@1224|Proteobacteria,1SE8Y@1236|Gammaproteobacteria,3NQA1@468|Moraxellaceae",1236|Gammaproteobacteria,L,Transposase,-,-,-,-,-,-,-,-,-,-,-,-,HTH_Tnp_IS630
32_LNODE_1_length_57547_3,488538.SAR116_0383,9.46E-52,183.0,"COG4675@1|root,COG4675@2|Bacteria,1Q0KH@1224|Proteobacteria,2UIYI@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Phage Tail Collar Domain,-,-,-,-,-,-,-,-,-,-,-,-,Collar
32_LNODE_1_length_57547_16,1622193.A0A0E3T8C0_9CAUD,2.41E-20,87.4,"4QFQN@10239|Viruses,4QTIP@28883|Caudovirales,4QKNU@10699|Siphoviridae",10699|Siphoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32_LNODE_1_length_57547_21,172088.AUGA01000033_gene4641,3.51E-58,191.0,"2CXZV@1|root,32T32@2|Bacteria,1N4R9@1224|Proteobacteria,2UM96@28211|Alphaproteobacteria",28211|Alphaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32_LNODE_1_length_57547_40,1304275.C41B8_05453,3.59E-161,496.0,"COG0234@1|root,COG0234@2|Bacteria,1NJKP@1224|Proteobacteria",1224|Proteobacteria,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,-,-,-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,-
32_LNODE_1_length_57547_44,796620.VIBC2010_18609,4.8E-11,63.5,"2AWQ6@1|root,31NM4@2|Bacteria,1QKBR@1224|Proteobacteria,1TIF6@1236|Gammaproteobacteria,1XZ0V@135623|Vibrionales",135623|Vibrionales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32_LNODE_1_length_57547_47,886293.Sinac_3081,3.5E-11,63.5,"COG0234@1|root,COG0234@2|Bacteria,2J0E5@203682|Planctomycetes",203682|Planctomycetes,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,-,"GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009987,GO:0010033,GO:0035966,GO:0042221,GO:0043167,GO:0043169,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077",-,ko:K04078,-,-,-,-,"ko00000,ko03029,ko03110",-,-,-,Cpn10
32_LNODE_1_length_57547_51,1304275.C41B8_05408,1.23E-94,289.0,"2DVPY@1|root,33WQ8@2|Bacteria,1N9VQ@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32_LNODE_1_length_57547_54,1283077.M1HLK5_9CAUD,3.34E-23,92.0,"4QB53@10239|Viruses,4QW98@35237|dsDNA viruses  no RNA stage,4QSJ1@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32_LNODE_1_length_57547_66,1123508.JH636439_gene1604,5.05E-13,72.8,"29XN2@1|root,30JDF@2|Bacteria,2J498@203682|Planctomycetes",203682|Planctomycetes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32_LNODE_1_length_57547_71,1027273.GZ77_07145,5.98E-22,101.0,"2DNY5@1|root,32ZRU@2|Bacteria,1QY15@1224|Proteobacteria",1224|Proteobacteria,S,Chaperone of endosialidase,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_S74
33_LNODE_1_length_2415_1,1123508.JH636443_gene5000,2.36E-87,305.0,"COG1404@1|root,COG1404@2|Bacteria,2J2J4@203682|Planctomycetes",203682|Planctomycetes,OU,Calx-beta domain,-,-,-,-,-,-,-,-,-,-,-,-,Calx-beta
35_LNODE_1_length_6254_1,525244.HMPREF0023_2845,8.1E-36,121.0,"2AZJA@1|root,31RTS@2|Bacteria,1QPAU@1224|Proteobacteria,1TN07@1236|Gammaproteobacteria,3NPSE@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35_LNODE_1_length_6254_9,40215.BBOS01000131_gene2671,2.58E-66,201.0,"2AZ9K@1|root,31RGQ@2|Bacteria,1QP06@1224|Proteobacteria,1TMP3@1236|Gammaproteobacteria,3NP3D@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35_LNODE_1_length_6254_10,981223.AIED01000104_gene736,1.51E-281,769.0,"COG2946@1|root,COG2946@2|Bacteria,1RDKM@1224|Proteobacteria,1S46D@1236|Gammaproteobacteria,3NSUS@468|Moraxellaceae",1236|Gammaproteobacteria,L,"Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",-,-,-,ko:K07467,-,-,-,-,ko00000,-,-,-,Rep_trans
35_LNODE_1_length_6254_11,40373.F991_02089,5E-42,138.0,"2A1JK@1|root,30PTH@2|Bacteria,1Q6XZ@1224|Proteobacteria,1TMWH@1236|Gammaproteobacteria,3NPK1@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35_LNODE_2_length_6072_1,1217715.F994_02500,1.58E-33,115.0,"2AZJA@1|root,302WE@2|Bacteria,1QPMS@1224|Proteobacteria,1TNCC@1236|Gammaproteobacteria,3NQC1@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35_LNODE_2_length_6072_8,40215.BBOS01000131_gene2671,2.58E-66,201.0,"2AZ9K@1|root,31RGQ@2|Bacteria,1QP06@1224|Proteobacteria,1TMP3@1236|Gammaproteobacteria,3NP3D@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35_LNODE_2_length_6072_9,981223.AIED01000104_gene736,1.51E-281,769.0,"COG2946@1|root,COG2946@2|Bacteria,1RDKM@1224|Proteobacteria,1S46D@1236|Gammaproteobacteria,3NSUS@468|Moraxellaceae",1236|Gammaproteobacteria,L,"Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",-,-,-,ko:K07467,-,-,-,-,ko00000,-,-,-,Rep_trans
35_LNODE_2_length_6072_10,40373.F991_02089,2.12E-43,141.0,"2A1JK@1|root,30PTH@2|Bacteria,1Q6XZ@1224|Proteobacteria,1TMWH@1236|Gammaproteobacteria,3NPK1@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38_LNODE_1_length_35568_1,1151014.A0A067YBI1_9CAUD,3E-74,235.0,"4QAIK@10239|Viruses,4QUPH@35237|dsDNA viruses  no RNA stage,4QPEB@28883|Caudovirales,4QNC3@10744|Podoviridae",10744|Podoviridae,S,endonuclease activity,-,-,-,-,-,-,-,-,-,-,-,-,-
38_LNODE_1_length_35568_2,1395516.PMO01_05050,2.11E-18,78.2,"2EI4V@1|root,33BW7@2|Bacteria,1NN3Z@1224|Proteobacteria",1224|Proteobacteria,S,Protein of unknwon function (DUF3310),-,-,-,-,-,-,-,-,-,-,-,-,DUF3310
38_LNODE_1_length_35568_10,189753.AXAS01000034_gene2711,1.11E-18,86.7,"COG5055@1|root,COG5055@2|Bacteria,1QWK7@1224|Proteobacteria,2U07V@28211|Alphaproteobacteria,3JU49@41294|Bradyrhizobiaceae",28211|Alphaproteobacteria,L,Protein of unknown function (DUF968),-,-,-,-,-,-,-,-,-,-,-,-,"DUF968,ERF"
38_LNODE_1_length_35568_18,948071.S4T7X9_9CAUD,4.16E-12,63.5,"4QCEX@10239|Viruses,4QV7Q@35237|dsDNA viruses  no RNA stage,4QU8B@28883|Caudovirales",28883|Caudovirales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38_LNODE_1_length_35568_21,1200792.AKYF01000010_gene1954,9.08E-23,97.1,"COG0741@1|root,COG0741@2|Bacteria,1V6DD@1239|Firmicutes,4HIWA@91061|Bacilli,26TPD@186822|Paenibacillaceae",91061|Bacilli,M,lytic transglycosylase,yjbJ,-,-,-,-,-,-,-,-,-,-,-,SLT
38_LNODE_1_length_35568_22,1322246.BN4_12396,8.93E-150,438.0,"COG5323@1|root,COG5323@2|Bacteria,1R049@1224|Proteobacteria,42UYF@68525|delta/epsilon subdivisions,2WQN3@28221|Deltaproteobacteria,2M90K@213115|Desulfovibrionales",28221|Deltaproteobacteria,S,Terminase RNaseH-like domain,-,-,-,-,-,-,-,-,-,-,-,-,Terminase_6
38_LNODE_1_length_35568_23,1380394.JADL01000008_gene3768,1.4E-178,535.0,"COG3064@1|root,COG3064@2|Bacteria,1R6JV@1224|Proteobacteria,2U5NE@28211|Alphaproteobacteria",28211|Alphaproteobacteria,M,Membrane,-,-,-,-,-,-,-,-,-,-,-,-,-
38_LNODE_1_length_35568_26,398578.Daci_1946,2.38E-77,245.0,"28PTM@1|root,2ZCEU@2|Bacteria,1R5DD@1224|Proteobacteria,2W259@28216|Betaproteobacteria",28216|Betaproteobacteria,S,Family of unknown function (DUF5309),-,-,-,-,-,-,-,-,-,-,-,-,DUF5309
38_LNODE_1_length_35568_33,948071.S4S2F1_9CAUD,6.85E-27,102.0,"4QGR5@10239|Viruses,4QWIC@35237|dsDNA viruses  no RNA stage,4QTRA@28883|Caudovirales,4QNYN@10744|Podoviridae",10744|Podoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38_LNODE_1_length_35568_46,444860.E3SIT4_9CAUD,5.01E-44,172.0,"4QEUY@10239|Viruses,4QWW8@35237|dsDNA viruses  no RNA stage,4QPCH@28883|Caudovirales,4QKHU@10662|Myoviridae",10662|Myoviridae,S,"Peptidase_G2, IMC autoproteolytic cleavage domain",-,-,-,-,-,-,-,-,-,-,-,-,-
39_LNODE_1_length_3597_5,1300350.DSW25_05405,2.56E-189,531.0,"COG5534@1|root,COG5534@2|Bacteria,1MXQ0@1224|Proteobacteria,2TRBV@28211|Alphaproteobacteria,3ZWKU@60136|Sulfitobacter",28211|Alphaproteobacteria,L,Replication initiator protein A,-,-,-,-,-,-,-,-,-,-,-,-,RPA
3_LNODE_1_length_5082_1,1144664.F973_00121,6.06E-45,147.0,"2CGYM@1|root,33G21@2|Bacteria,1NN5M@1224|Proteobacteria,1SUKH@1236|Gammaproteobacteria,3NPJ9@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3_LNODE_1_length_5082_4,1217710.F969_01168,2.59E-26,97.8,"2AZT5@1|root,31S2E@2|Bacteria,1QPJI@1224|Proteobacteria,1TNA0@1236|Gammaproteobacteria,3NQ8F@468|Moraxellaceae",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3_LNODE_1_length_5082_6,1509403.GW12_15560,5.39E-202,561.0,"COG5527@1|root,COG5527@2|Bacteria,1RD9C@1224|Proteobacteria,1S4ZG@1236|Gammaproteobacteria,3NJHN@468|Moraxellaceae",1236|Gammaproteobacteria,L,Initiator Replication protein,-,-,-,-,-,-,-,-,-,-,-,-,Rep_3
3_LNODE_1_length_5082_7,1144664.F973_00120,5.25E-316,863.0,"COG0507@1|root,COG0507@2|Bacteria,1MUTR@1224|Proteobacteria,1RQS3@1236|Gammaproteobacteria,3NJSK@468|Moraxellaceae",1236|Gammaproteobacteria,L,MobA/MobL family,-,-,-,-,-,-,-,-,-,-,-,-,MobA_MobL
40_LNODE_1_length_2942_1,1120953.AUBH01000008_gene236,9.93E-101,303.0,"COG3752@1|root,COG3752@2|Bacteria,1MXCP@1224|Proteobacteria,1RQID@1236|Gammaproteobacteria,465SQ@72275|Alteromonadaceae",1236|Gammaproteobacteria,S,3-oxo-5-alpha-steroid 4-dehydrogenase,-,-,-,-,-,-,-,-,-,-,-,-,DUF1295
40_LNODE_1_length_2942_2,1313172.YM304_10850,8.09E-39,136.0,"COG3427@1|root,COG3427@2|Bacteria,2HGAK@201174|Actinobacteria,4CNA2@84992|Acidimicrobiia",84992|Acidimicrobiia,E,"oxidoreductase activity, acting on CH-OH group of donors",-,-,-,-,-,-,-,-,-,-,-,-,Polyketide_cyc2
40_LNODE_1_length_2942_3,266117.Rxyl_0724,1.08E-94,288.0,"COG1090@1|root,COG1090@2|Bacteria,2GJS0@201174|Actinobacteria,4CQ48@84995|Rubrobacteria",84995|Rubrobacteria,S,Domain of unknown function (DUF1731),-,-,-,ko:K07071,-,-,-,-,ko00000,-,-,-,"DUF1731,Epimerase"
41_LNODE_1_length_32534_7,1122137.AQXF01000002_gene208,1.28E-30,113.0,"2E645@1|root,330T3@2|Bacteria,1NEGX@1224|Proteobacteria,2UJTA@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,"Holin of 3TMs, for gene-transfer release",-,-,-,-,-,-,-,-,-,-,-,-,GTA_holin_3TM
41_LNODE_1_length_32534_9,445688.E3SNV8_9CAUD,8.98E-22,90.5,"4QDAY@10239|Viruses,4QTPU@28883|Caudovirales,4QKG9@10662|Myoviridae",10662|Myoviridae,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41_LNODE_1_length_32534_17,315730.BcerKBAB4_3447,1.57E-12,65.5,"2EAAJ@1|root,334EW@2|Bacteria,1VHS4@1239|Firmicutes,4HQYC@91061|Bacilli",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41_LNODE_1_length_32534_26,1380394.JADL01000006_gene5266,4.11E-115,353.0,"COG1783@1|root,COG1783@2|Bacteria,1MVJB@1224|Proteobacteria,2U2BM@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Terminase-like family,-,-,-,-,-,-,-,-,-,-,-,-,Terminase_6
